# buildings_simplified.csv -- one row per building, frame: SUMO local (m)
# name, cx, cy, sx, sy, sz, yaw_deg
bld_B356541894302063C0,     864.71,     757.16,   41.54,   33.29,  24.03,   -84.77
bld_B356561886902063C0,     867.50,     678.98,   59.91,   40.13,  19.42,   -85.87
bld_B356591894101063C0,     863.89,     755.96,   39.24,   27.80,  72.67,   -84.85
bld_B356601884701063C0,     872.19,     678.89,   62.61,   39.68,  58.70,   -88.89
bld_B356661863001063C0,     870.36,     444.82,   21.74,    9.55,  30.09,    86.75
bld_B356681872002063C0,     876.69,     533.66,   63.67,   59.01,  46.31,   -14.78
bld_B356691877702063C0,     880.62,     591.10,   42.65,   38.15,  22.40,   -14.69
bld_B356701864501063C0,     874.52,     458.64,    7.05,    3.81,  11.50,    78.77
bld_B356721871801063C0,     880.52,     532.74,   58.88,   24.53,  78.95,    75.39
bld_B356721881801063C0,     883.54,     624.76,   32.49,   29.46,  63.26,   -15.56
bld_B356741863201063C0,     879.13,     445.77,   22.80,   10.02,  30.09,   -87.83
bld_B356741863302063C0,     879.01,     448.78,   26.23,   10.01,  11.65,   -87.81
bld_B356741877701063C0,     877.27,     592.48,   37.10,   26.52,  65.14,    75.39
bld_B356801918801063C0,     894.40,    1001.52,   24.09,   13.92,  84.48,     8.41
bld_B356811917602063C0,     895.78,     990.50,   24.60,   13.61,  21.91,     8.44
bld_B356821917701063C0,     897.77,     990.91,   14.44,   13.60,  83.42,     9.11
bld_B356831865802063C0,     888.54,     473.08,   33.30,   15.92,  17.10,     3.83
bld_B356841916501063C0,     897.56,     981.40,   25.27,    5.62,  47.05,     9.04
bld_B356851862501063C0,     897.73,     439.99,   20.10,   11.94,  43.21,     4.91
bld_B356851864701063C0,     893.39,     460.62,   19.54,   10.30,  61.74,     4.13
bld_B356851865901063C0,     892.58,     473.32,   25.16,   15.93,  58.64,     3.97
bld_B356851913501063C0,     903.57,     949.97,   13.87,   10.08,  78.40,     8.61
bld_B356861915101063C0,     899.84,     965.83,   23.88,   12.43,  61.57,     8.91
bld_B356871914301063C0,     905.79,     957.92,   14.91,    5.29,  59.50,     9.02
bld_B356881863601063C0,     892.27,     450.51,   13.45,    9.98,  79.81,     3.75
bld_B356881867101063C0,     891.36,     484.10,   26.87,   12.00,  37.18,   -14.93
bld_B356881914402063C0,     901.30,     957.29,   23.99,    5.39,  21.38,     8.50
bld_B356891863602063C0,     896.14,     450.73,   21.38,    9.99,  23.68,     4.69
bld_B356891913602063C0,     902.79,     949.87,   23.62,   10.35,  21.16,     8.50
bld_B356911862602063C0,     895.33,     440.72,   18.37,   10.24,  12.85,     3.59
bld_B356911912402063C0,     904.28,     936.52,   24.62,   16.83,  22.32,     8.59
bld_B356921912501063C0,     902.78,     936.84,   16.10,   15.65,  90.04,     8.64
bld_B356931916301063C0,     898.64,     974.46,   25.29,    8.53,  48.43,     9.28
bld_B356961906201063C0,     914.08,     875.96,   24.07,    6.41,  54.12,     9.08
bld_B356971909001063C0,     913.15,     905.05,   20.21,   12.74,  79.67,   -81.53
bld_B356971909002063C0,     909.21,     904.93,   24.70,   21.15,  21.53,     7.95
bld_B356981905201063C0,     915.17,     865.85,   24.91,   14.51,  47.69,     8.69
bld_B356981907801063C0,     911.15,     892.32,   24.41,    5.10,  28.91,     8.92
bld_B356991907401063C0,     912.37,     887.09,   23.83,    5.76,  28.66,     9.23
bld_B357001906701063C0,     913.07,     881.97,   23.78,    5.78,  54.12,     9.07
bld_B357081902301063C0,     922.55,     837.62,   19.31,   19.03,  76.69,   -82.12
bld_B357091902302063C0,     920.09,     837.44,   25.14,   20.24,  19.76,     8.68
bld_B357111898601063C0,     926.74,     799.75,   23.66,    5.44,  57.85,    12.06
bld_B357111900701063C0,     922.42,     820.33,   23.97,   15.58,  54.81,    11.63
bld_B357141909802063C0,     928.63,     911.91,   12.69,   11.36,  22.13,   -81.79
bld_B357141910001063C0,     928.27,     913.68,   11.09,    8.46,  86.97,     9.04
bld_B357151899401063C0,     925.12,     807.55,   23.72,   10.94,  61.09,    12.19
bld_B357181898001063C0,     928.00,     792.97,   22.99,    9.00,  48.27,    14.02
bld_B357191913501063C0,     931.64,     952.22,   35.96,   28.54,  67.00,   -81.03
bld_B357221896401063C0,     936.32,     774.42,   19.68,   19.46,  89.89,   -73.83
bld_B357221908801063C0,     936.08,     902.05,   23.13,    6.77,  27.91,     8.98
bld_B357231896302063C0,     933.90,     776.95,   26.08,   25.03,  21.48,   -73.80
bld_B357241884601063C0,     931.26,     658.54,    8.38,    2.63,  12.76,     3.77
bld_B357251878501063C0,     959.34,     600.38,   71.72,   27.71,  78.39,     3.74
bld_B357251881301063C0,     942.42,     626.48,   19.20,    7.73,   7.64,     4.26
bld_B357251908101063C0,     937.09,     894.84,   23.33,    7.79,  27.91,     8.98
bld_B357261907501063C0,     940.34,     889.04,   19.63,    6.59,  32.82,     8.90
bld_B357271905802063C0,     941.65,     867.81,   23.72,   21.63,  17.25,     8.90
bld_B357271906901063C0,     940.78,     882.16,   21.04,    7.19,  32.82,     8.79
bld_B357281905601063C0,     941.69,     871.71,   13.89,   12.75,  87.98,   -81.40
bld_B357281909901063C0,     939.83,     912.93,   13.88,   13.72,  30.68,   -81.79
bld_B357331864601063C0,     938.54,     459.78,   44.01,   15.56,  63.35,   -85.97
bld_B357331902801063C0,     949.48,     830.63,   39.43,   19.61,  43.23,   -81.28
bld_B357341870901063C0,     938.16,     523.68,   18.57,   11.39,  56.02,     4.10
bld_B357351864602063C0,     940.83,     459.75,   40.84,   14.49,  24.06,   -85.82
bld_B357351871102063C0,     941.75,     524.10,   32.02,   11.90,  39.91,     4.10
bld_B357351874001063C0,     939.70,     553.01,   35.32,   31.88,  64.32,   -85.68
bld_B357381881601063C0,     949.98,     627.54,    4.08,    3.61,   8.66,     5.25
bld_B357401860701063C0,     944.01,     420.79,   21.63,   16.45,  64.61,     4.51
bld_B357421913001063C0,     956.83,     941.75,    6.56,    4.57,  13.03,     8.60
bld_B357441893601063C0,     955.46,     746.60,   21.39,   12.12,  31.61,   -82.84
bld_B357471866001063C0,     954.58,     470.51,   16.50,    9.15,  61.19,   -85.59
bld_B357471873402063C0,     939.78,     553.25,   37.52,   32.14,  19.02,   -86.04
bld_B357471878602063C0,     960.38,     599.85,   77.54,   29.62,  24.33,     4.03
bld_B357471890601063C0,     956.30,     719.81,    9.35,    5.92,  17.11,     2.41
bld_B357481865802063C0,     954.21,     473.83,   23.24,    9.51,  21.27,   -86.15
bld_B357491860301063C0,     951.15,     412.57,    9.30,    8.15,  12.92,   -86.24
bld_B357501912501063C0,     964.06,     943.61,   46.75,   16.13,  71.89,   -81.34
bld_B357521880801063C0,     958.66,     622.12,   25.65,   12.20,  10.64,   -19.10
bld_B357521913002063C0,     965.54,     943.83,   46.74,   23.77,  26.37,   -81.31
bld_B357551866701063C0,     961.13,     472.94,   21.13,    4.53,  30.31,   -86.09
bld_B357551875201063C0,     964.30,     565.28,   15.94,   14.09,  29.15,   -86.38
bld_B357561908001063C0,     974.40,     891.96,   59.35,   16.67,  34.54,   -79.27
bld_B357581873501063C0,     966.34,     548.37,   14.94,   11.26,  73.29,     4.39
bld_B357581873502063C0,     965.64,     548.66,   13.66,   12.02,  21.45,     4.06
bld_B357581915101063C0,     971.58,     964.93,    6.88,    5.22,  30.16,   -81.01
bld_B357591866101063C0,     965.69,     473.34,   20.96,    4.65,  30.32,   -86.09
bld_B357601890401063C0,     974.20,     713.50,   50.93,   41.64,  41.14,   -81.23
bld_B357621863401063C0,     969.51,     450.58,   19.69,   17.89,  30.89,   -85.96
bld_B357641860901063C0,     969.18,     421.60,   23.92,   12.64, 107.15,    11.99
bld_B357641860902063C0,     969.15,     421.45,   23.06,   15.67,  23.16,     3.92
bld_B357641865801063C0,     970.01,     473.83,   20.86,    4.50,  29.84,   -86.36
bld_B357641887101063C0,     973.26,     684.56,    8.45,    3.85,  17.35,   -57.27
bld_B357681866701063C0,     974.39,     476.64,   15.85,    4.61,  29.84,   -86.35
bld_B357731873602063C0,     981.28,     549.88,   17.94,   12.02,  24.87,     4.23
bld_B357731873701063C0,     981.20,     549.76,   17.83,   11.75,  64.01,     4.39
bld_B357741866201063C0,     981.60,     474.13,   21.97,   10.19,  36.82,   -86.34
bld_B357741875601063C0,     984.52,     566.81,   26.93,   16.55,  37.39,     4.22
bld_B357751886601063C0,     986.57,     676.12,   41.28,   16.02,  33.17,   -56.92
bld_B357821865901063C0,     988.37,     475.33,   22.65,    4.69,  24.75,   -85.60
bld_B357851864002063C0,     990.39,     452.64,   24.43,   19.38,  23.37,     3.97
bld_B357861866901063C0,     993.20,     475.50,   22.84,    4.98,  24.76,   -85.63
bld_B357861873802063C0,     994.58,     550.85,   11.91,    9.16,  23.07,   -85.80
bld_B357871873801063C0,     994.52,     551.69,   10.23,    9.09,  49.79,   -86.00
bld_B357881861201063C0,     994.13,     424.10,   20.94,   12.82, 101.92,     4.20
bld_B357891861102063C0,     994.26,     423.40,   27.50,   16.34,  23.47,     4.53
bld_B357891863701063C0,     990.21,     454.81,   24.42,   14.47,  60.90,     4.06
bld_B357991871501063C0,    1006.27,     527.72,    8.08,    7.93,  26.30,     4.03
bld_B358001866701063C0,    1009.85,     476.93,   24.56,   13.53,  61.07,     3.81
bld_B358011864001063C0,    1006.68,     450.87,   15.78,    4.83,  33.74,   -85.85
bld_B358011874801063C0,    1008.88,     560.46,   28.89,   11.96,  68.41,   -85.82
bld_B358011888601063C0,    1006.59,     700.96,   46.37,   24.02,  47.98,   -66.77
bld_B358011894601063C0,    1012.53,     757.67,   14.28,   11.60,  42.19,    89.10
bld_B358021866502063C0,    1008.93,     476.21,   27.47,   20.57,  19.88,     4.07
bld_B358021874702063C0,    1008.89,     560.55,   29.08,   15.73,  24.82,   -85.79
bld_B358051869902063C0,    1011.81,     511.60,   25.57,   16.77,  27.98,   -86.19
bld_B358051904601063C0,    1019.38,     858.56,   26.88,   25.74,  92.05,    45.58
bld_B358061869901063C0,    1009.40,     512.25,   17.21,   11.99,  58.86,   -86.24
bld_B358071863401063C0,    1011.91,     451.26,   15.78,    5.67,  33.74,   -85.84
bld_B358071871601063C0,    1014.56,     528.67,    8.63,    8.60,  26.30,     4.33
bld_B358081899701063C0,    1020.00,     808.06,    8.29,    6.27,  38.90,    53.92
bld_B358101865401063C0,    1014.78,     464.61,   17.70,    6.42,  23.99,     4.18
bld_B358111864001063C0,    1016.98,     451.65,   15.84,    4.61,  34.35,   -85.90
bld_B358111885801063C0,    1015.87,     659.14,   54.11,   36.77,  51.19,    53.33
bld_B358121861301063C0,    1015.01,     424.83,   15.50,    9.92,  60.42,   -86.26
bld_B358121861302063C0,    1018.14,     425.29,   16.87,   16.47,  15.93,   -85.75
bld_B358161863501063C0,    1022.30,     452.05,   15.86,    6.21,  34.35,   -85.67
bld_B358171889801063C0,    1026.35,     711.57,   13.58,   12.76,  30.27,   -85.98
bld_B358181898401063C0,    1029.63,     797.29,   26.34,   25.97,  92.05,   -33.63
bld_B358271891801063C0,    1053.94,     723.62,   78.80,   72.51,  38.98,   -86.64
bld_B358271903301063C0,    1039.46,     844.98,   26.84,   25.68,  92.06,    59.08
bld_B358281897401063C0,    1037.65,     785.57,   15.31,    7.96,  38.43,    10.93
bld_B358311919601063C0,    1047.66,    1008.09,    7.57,    6.18,  72.99,    19.65
bld_B358321900501063C0,    1044.28,     817.95,   27.02,   25.75,  92.06,   -37.94
bld_B358341895001063C0,    1045.58,     762.39,    7.09,    5.77,  31.60,     3.96
bld_B358351918901063C0,    1050.97,    1001.47,    2.99,    2.79,  69.39,    19.53
bld_B358391907101063C0,    1052.54,     883.03,   12.63,    4.93,  38.52,    36.23
bld_B358411881301063C0,    1051.01,     624.15,   39.02,   30.25,  26.48,   -41.27
bld_B358421916501063C0,    1058.74,     977.31,   16.31,    9.89,  70.30,    41.10
bld_B358471887501063C0,    1057.85,     685.63,   13.02,   12.04,  40.25,   -85.71
bld_B358531867701063C0,    1055.00,     507.59,   55.03,   50.36,  49.62,   -86.53
bld_B358551917501063C0,    1069.55,     986.73,   12.71,    9.91,  70.30,    41.09
bld_B358641918101063C0,    1078.16,     991.73,    6.87,    6.85,  70.30,    41.63
bld_B358701877201063C0,    1082.62,     580.89,   55.97,   32.30,  33.70,   -41.26
bld_B358721907701063C0,    1085.90,     888.14,    3.41,    2.76,  37.53,   -52.05
bld_B358761889701063C0,    1086.12,     707.19,   11.02,    9.65,  33.13,   -85.62
bld_B358831862801063C0,    1086.32,     437.40,   32.25,   30.13,  38.03,   -86.29
bld_B358861884601063C0,    1077.39,     660.91,   65.27,   39.10,  38.65,    -7.87
bld_B358911862302063C0,    1101.30,     470.57,  164.45,  138.12,  27.69,   -86.03
bld_B358971892601063C0,    1107.58,     736.77,    8.24,    4.64,  23.23,   -83.10
bld_B359041862501063C0,    1109.21,     433.86,    5.02,    4.98,  11.47,     2.58
bld_B359041890801063C0,    1113.35,     716.85,   20.30,   18.35,  31.20,   -61.16
bld_B359071898101063C0,    1116.54,     791.58,   54.43,   14.89,  33.45,    11.78
bld_B359111868001063C0,    1118.23,     476.94,   98.52,   45.41,  50.69,     3.31
bld_B359301902501063C0,    1148.23,     838.98,   21.28,    6.52,  32.14,    35.94
bld_B359311912201063C0,    1144.75,     930.88,    2.87,    1.63,  37.63,   -53.93
bld_B359371876101063C0,    1163.38,     570.02,   68.64,   51.94,  55.48,    35.26
bld_B359381898701063C0,    1150.26,     796.74,    3.34,    3.06,  22.99,   -78.76
bld_B359411903401063C0,    1153.57,     843.93,    4.75,    4.04,  32.14,   -53.88
bld_B359431882201063C0,    1130.73,     622.17,   79.08,   59.30,  61.55,    81.53
bld_B359451908301063C0,    1159.87,     891.98,   11.81,   11.81,  38.85,    50.04
bld_B359481865901063C0,    1154.08,     466.32,   29.63,   24.14,  31.97,     2.36
bld_B359561918401063C0,    1169.55,     992.58,   19.47,   11.90,  42.32,   -28.71
bld_B359571901801063C0,    1168.17,     823.15,    9.96,    9.18,  24.78,   -70.58
bld_B359591906501063C0,    1172.56,     872.84,   17.43,   10.99,  38.16,   -55.57
bld_B359671897501063C0,    1176.82,     780.85,   30.22,   28.75,  43.26,    12.92
bld_B359711892901063C0,    1177.09,     729.08,   51.75,   20.72,  79.01,   -77.03
bld_B359881902101063C0,    1200.75,     828.30,    9.02,    9.01,  37.01,   -54.97
bld_B359901897001063C0,    1201.78,     778.71,   11.30,    6.24,  23.94,   -77.11
